study,age,gender,condition,recallText,possibleCareless,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,randomID,wave,playtimeNext2Weeks,game,umi_1,umi_2,umi_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24
study3piped,24,Woman,NA,"I played as 2 girls who take care of the environment where they live.
I like that I can live the life of a sim in the game in my own way and every time differently.
Nothing.",FALSE,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,7,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,7,NA,4,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,The Sims 4,7,7,7,0,1,0,2,3,2,5,1,3,1,3,3,3,4,3,1,4,3,4,1,3,1,3,1,4,1,3,1,3,1
study3piped,23,Man,NA,"Recently, while playing Gothic, I decided to try my hand at fighting one of the toughest opponents - the dragon. After many hours of gathering the best equipment and preparations, I finally came face to face with the beast. It was a truly epic battle in which I had to use all my skills and experience to survive. Fortunately, after much hardship and sacrifice, I managed to defeat the dragon. I was really happy with this success and felt like a real hero. I like this game because it has a great storyline, interesting characters and a world that you can explore and discover in any way you want. In addition, Gothic has a unique graphical style and music that perfectly sets the mood of the game world. One aspect that can be improved in Gothic is the artificial intelligence of the enemies. Sometimes they seem too easy to defeat or too predictable. Also, some missions are too difficult or unintuitive, which may discourage some players. However, despite these imperfections, I think Gothic is one of the best RPGs and I will always have a fondness for this title.",FALSE,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Gothic,7,7,7,2,2,2,2,2,2,5,1,3,1,5,4,5,5,4,1,4,1,5,3,4,1,5,4,5,3,4,1,5,1
study3piped,22,Man,NA,"I play soccer games.
It's competitive and I can enjoy it with friends, I'm good at it.
That the servers work regularly",FALSE,2,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,6,NA,NA,NA,4,NA,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Rocket League,6,5,6,2,-1,-1,1,1,0,3,3,4,2,3,4,3,3,3,3,3,3,3,4,3,2,3,4,4,4,3,2,3,2
study3piped,24,Woman,NA,"On the last gameplay i lost both of my legs in combat and so i had to crawl around the dungeons which is especially time consuming and boring but surviving in this game is good enough
Both the visuals and music of the game are very much on par with my tastes. the sense of being lost in an extremely hostile environment is also excellent and extremely enjoyable when paired with shocking moments.
the game can be way too hard and unforgiving of mistakes that are not yours to make to begin with. due to the rng factor the game can be extremely unfair. thankfully the new versions are more balanced",FALSE,7,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,4,5,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,NA,1,NA,5,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Fear and Hunger,3,6,4,0,-1,-1,0,1,0,3,1,4,1,2,1,2,1,3,1,3,2,3,3,3,1,3,1,4,1,5,1,3,1
study3piped,22,Man,NA,This is an 5v5 MOBA game produced by RIOT GAMES. Definetily this is a game which can make someone feel anger throughout the gameplay but still this is one of the biggest games at the moment. I like the game alot because i like the part of competition between both teams. There is alot of things that could be improved as example i can use the Champion balance.,FALSE,3,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,7,NA,7,NA,NA,NA,4,NA,NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,League of Legends,6,6,6,2,1,3,3,2,1,3,3,4,2,4,3,5,1,4,4,3,2,2,4,4,4,2,4,4,2,3,3,2,1
study3piped,30,Man,NA,"i played  5 games in a row and won all of them, i had a good time, i like this game because its engaging and fun.",FALSE,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,league of legends,7,6,7,3,2,3,3,2,2,3,2,2,1,4,1,3,1,3,1,4,2,3,1,2,1,4,1,4,1,3,2,5,1
study3piped,38,Man,NA,"Being a remaster of old games it's a bit clunky sometimes, but setting, story and atmosphere are very good.",TRUE,2,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,6,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,4,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Mass Effect Legendary Edition,5,5,5,2,2,0,0,2,2,4,4,1,1,3,1,3,2,1,1,3,2,4,1,1,1,3,1,3,3,1,2,3,1
study3piped,20,Man,NA,"when i play i feel very involved in the history of the game and make me want to play more and more but i usually play at night before i go to bed be cause it helps me to get more tired to sleep bether 

i think i love the game because of the narrative, the visuals and the soundtrack 

the combat in the game could be improved",FALSE,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,4,5,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,2,NA,5,NA,NA,NA,3,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,God Of War ragnarok,6,6,6,1,1,1,0,0,0,1,2,2,2,3,1,2,1,3,2,3,1,3,1,3,2,4,1,3,1,1,2,4,1
study3piped,21,Man,NA,"A new update came out, so I player for a few hours just for fun.
I saw the rise and fall (caused by me, of course) of the Orcish Empire and made a dark age begin - just because I could. It's lots of fun to inflict suffering on virtual peoples and nations!
I really like the fact that you have basically complete control over the world - so playing God. It's not something that many other games offer.
I don't think there's much to improve - but I appreciate the continuous updates that keep adding some new content every once in a while!",FALSE,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,6,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Worldbox,7,7,7,0,0,0,3,3,3,5,1,1,1,3,1,4,1,3,1,3,1,3,1,3,1,3,1,4,1,3,1,2,1
study3piped,32,Woman,NA,"got into a dungeon run

i love it for the story and the freedom of character creation.

ease up on the microtransactions",FALSE,5,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,3,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,elder scrolls online,7,7,7,3,3,3,3,3,3,3,1,3,1,5,5,4,1,3,3,5,4,5,1,5,1,4,2,5,3,3,4,5,4
study3piped,29,Woman,NA,"What I like the most in this game is that I can explore the world freely and fight monsters, recently I discover a new land and they can improve rewards so we can get good ones easier",FALSE,2,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,6,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Genshin Impact,6,6,7,2,0,-2,1,2,1,4,3,3,1,3,4,3,1,4,1,3,4,3,3,4,1,3,3,3,1,4,1,3,3
study3piped,21,Man,NA,The last time i played i got a very nice characters. I like the game because it's large and it has a nice variety. The aspects that could be improved is respecting your time in the game - what I mean by that is you shouldn't farm for something very long because of the daily limitation.,FALSE,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,6,7,NA,NA,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,4,NA,6,NA,NA,NA,4,NA,NA,4,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Genshin Impact,7,7,7,3,3,2,3,3,3,2,3,4,4,4,5,3,3,1,4,5,3,5,1,5,3,5,4,4,5,4,2,4,4
study3piped,29,Man,NA,Last time I played I mostly just practised on the shooting range. I love the horror elements and the story. It can be really difficult with ammo management but apart from that very good.,FALSE,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,6,5,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Resident evil 4,7,7,6,2,2,2,2,1,1,3,2,4,1,4,1,1,2,2,1,4,2,1,1,2,1,4,1,5,1,1,3,5,1
study3piped,20,Man,NA,"I die a lot of times. Then level up and kill the boss

I like how this game is difficult

Gamplay aspect could be improved",FALSE,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,5,5,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,5,NA,4,NA,NA,NA,4,NA,NA,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Elden ring,5,6,6,2,1,1,2,1,0,2,3,3,2,3,2,4,2,3,2,3,3,2,2,3,2,4,2,3,2,3,3,2,3
study3piped,22,Man,NA,"I enjoy this game very much, i like it because of sentiment for Rockstar games, i like graphic and physics. Better engine could be a great improvment",FALSE,5,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,5,3,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,4,NA,6,NA,NA,NA,6,NA,NA,3,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,GTA V,7,7,7,2,3,1,3,2,2,5,1,4,2,5,2,4,2,4,1,4,1,4,2,5,2,4,1,4,3,4,2,4,1
study3piped,40,Woman,NA,I enjoy strategy and management games. I enjoy building and getting the city working and succesful. The graphics could be improved.,FALSE,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,7,7,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Paroah,7,7,7,3,3,3,2,2,2,5,1,2,1,5,1,5,1,5,3,5,1,5,3,5,1,5,1,5,4,5,4,5,1
study3piped,29,Man,NA,"I played to pass the time, unfortunately I lost. what I like about this game is that it is simple and that I can play with my friends. the game's community could be improved",FALSE,4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,5,NA,NA,NA,5,NA,NA,4,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,League Of Legends,4,4,5,0,1,-2,-1,0,1,4,5,3,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,3,3,3,3,3
study3piped,32,Man,NA,"'-I was able to focus on a recreational topic instead of thinking or work or private related tasks.
-Full flexibility of goal setting, in a historical context with enough complexity/ depth.
-More content for certain regions.",FALSE,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Europe universalist 4,7,7,7,2,2,2,3,3,3,5,1,1,1,4,1,4,1,1,1,4,2,3,1,1,1,4,1,5,1,1,1,5,3
study3piped,28,Man,NA,"I love the universe created by BioWare. The story, created world, heroes - everything is fresh and deep. I spent about one hundred hours in this game. The game mechanic is still fresh, it can give much fun.",TRUE,5,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,7,5,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,5,NA,NA,NA,4,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Mass Effect Legendary Edition,7,7,7,2,1,0,1,1,2,4,2,3,4,4,1,4,1,3,1,4,1,1,4,3,1,4,2,5,4,4,3,4,1
study3piped,22,Man,NA,"I just recently cleared the game on professional difficulty, and then obtained all the achievements. 
I like this game because this is a perfect adaptation of the original Resident Evil 4, and there is no game breaking bug, or performance issues.
Maybe some slight changes to the difficulities, and they need to bring back the old dialouges from the original game.",FALSE,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,7,7,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Resdient Evil 4 Remake,7,6,7,2,3,2,0,2,1,5,1,3,1,4,1,1,1,2,1,4,1,3,1,3,1,4,1,4,2,4,2,5,1
study3piped,23,Man,NA,"Most recently I was playing dayz and I looked inside a house and there was a guy there making a fire and cooking meat, after watching closely I saw that it was not a regular meat. The guy was cooking human meat I immediatly killed him.
I like the game because it is very realistic.
I would improve the gun sounds I think they could be better.",FALSE,5,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,7,6,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,5,NA,6,NA,NA,NA,6,NA,NA,5,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Dayz,6,6,6,0,2,0,1,2,1,2,3,4,4,4,2,4,4,2,4,3,4,3,4,3,3,4,4,3,3,3,2,3,4
study3piped,22,Woman,NA,"I explored the map, it took a long time because the game makes use of slow game time, but i think this adds to the realism of the game, and its immersion. I like the game because of its rich story, and the amount of things there are hidden within the world",FALSE,7,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,6,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,5,NA,7,NA,NA,NA,6,NA,NA,4,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,RDR2,7,7,7,1,0,-2,3,2,3,5,1,5,3,4,3,2,2,3,2,5,2,5,1,4,1,4,1,4,2,4,2,4,2
study3piped,22,Man,NA,i played the second case of the game which was a murder related to mediums as well. I like the characterization of the game and the story. the gameplay could be improved perhaps with different activities,TRUE,5,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,4,NA,NA,NA,2,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Apollo Justice: Ace Attorney,5,5,5,2,2,1,-2,-2,-2,2,3,2,2,4,2,2,4,2,2,4,3,2,3,2,2,4,2,4,2,2,2,4,4
study3piped,22,Man,NA,"Many things happened but I progressed to the ""hardmode"" of the game which makes things a bit more hard but more diverse.
The game is universally acclaimed and I only recently got into it, the game is pretty fun mostly for the boss fights and all the rpg ""rng"" elements with many ways to progress.
The game would benefit from an in-game wiki of sorts, because there's no way to figure out a lot of crafting recipes etc through just the gameplay.",FALSE,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,Terraria,7,7,7,2,2,2,3,3,3,5,2,4,1,4,1,4,1,4,1,4,2,4,3,3,1,4,1,4,2,4,2,4,1
study3piped,23,Man,NA,"Won some , loss some. Competition aspect , tight community in my country. Separate Servers by language and region. In europe , you have east europeans who dont know how to speak english , and western countries who know. Since communication is essencial for the game , those 2 regions should be separated",FALSE,5,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,6,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,6,NA,7,NA,NA,NA,3,NA,NA,4,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,CS:GO,5,5,5,3,3,3,3,2,3,4,4,4,1,4,3,4,1,4,2,4,3,2,2,4,2,4,2,4,3,3,2,4,3
study3piped,21,Woman,NA,It was a casual gameplay in my most played household. I pushed the story a little bit. What drives me the most is nostalgia and details that I'm missing in The Sims 4. The game is a little bit old so obviously the graphics aren't perfect.,FALSE,2,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,7,6,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,The Sims 2,7,7,7,2,2,-1,3,3,3,5,1,4,1,4,1,4,1,5,1,4,1,4,1,4,1,4,1,5,1,5,1,4,1
study3piped,30,Woman,NA,"I was practicing and getting to know the gameplay, playing in teams with random people in the game's server. I won one game with a team, all other matches were usually close to top 5. 
What I like about the game is the assortment of characters you can choose to play at, the gameplay is very exciting and interesting, the ""ping"" system is very thorough and allows you to communicate with your teammates even if you're not talking in a voice chat.
Matchmaking could be improved, definitely. Server hopping should be limited as well because a lot of people come to play in servers that are not in their region.",FALSE,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,4,NA,5,NA,NA,NA,2,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Apex Legends,4,6,5,2,1,-1,2,2,1,4,1,4,1,3,3,3,1,3,1,3,4,3,1,4,1,3,4,3,1,3,2,3,4
study3piped,22,Man,NA,"It's a fun game, I like that I can play with my friends, I like the competitive aspect of it and I like how high the skill ceiling is, meaning there is always room for improvement.

The community can be a bit toxic but they try their best to ban such people from using the chat, so it's not too bad.",FALSE,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,6,NA,5,NA,NA,NA,5,NA,NA,3,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Rocket League,6,6,7,2,2,2,1,2,1,3,3,2,2,3,3,3,2,2,2,4,4,3,2,4,1,4,4,4,3,4,5,4,3
study3piped,42,Man,NA,"i felt fear, anxiety and awesomeness! I like it because it looks realistic, it is scary and dramatic like real life although it uses a fictional story. I would like to see more interaction with cities.",FALSE,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,5,NA,5,NA,NA,NA,2,NA,NA,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,bioshock,5,5,5,3,2,2,3,0,3,2,2,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,4,2
study3piped,22,Man,NA,"I've been playing for almost 8 years now but lately I have been able to climb higher in the rank ladder, I like it because it's competitive and challenging but in my opinion the balancing team should be doing a better job.",FALSE,4,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,6,4,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,5,NA,7,NA,NA,NA,7,NA,NA,7,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,League of Legends,5,5,5,2,1,1,-1,0,-1,2,4,4,1,4,2,3,3,4,1,4,3,3,4,4,1,3,2,3,4,5,1,3,1
