StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,gender_5_TEXT,country,recall-pos-text,bang-1_1,bang-1_2,bang-1_3,bang-1_4,bang-1_5,bang-1_6,bang-1_7,bang-1_8,bang-1_9,bang-1_10,bang-1_11,bang-1_12,bang-1_13,bang-1_14,bang-1_15,bang-1_16,bang-1_17,bang-1_18,bang-1_19,bang-2_1,bang-2_2,bang-2_3,bang-2_4,bang-2_5,bang-2_6,bang-2_7,bang-2_8,bang-2_9,bang-2_10,bang-2_11,bang-2_12,bang-2_13,bang-2_14,bang-2_15,bang-2_16,bang-2_17,bang-2_18,bang-2_19,bang-3_1,bang-3_2,bang-3_3,bang-3_4,bang-3_5,bang-3_6,bang-3_7,bang-3_8,bang-3_9,bang-3_10,bang-3_11,bang-3_12,bang-3_13,bang-3_14,bang-3_15,bang-3_16,bang-3_17,bang-3_18,bang-3_19,bang-3_20,bang-4_1,bang-4_2,bang-4_3,bang-4_4,bang-4_5,bang-4_6,bang-4_7,bang-4_8,bang-4_9,bang-4_10,bang-4_11,bang-4_12,bang-4_13,bang-4_14,bang-4_15,bang-4_16,bang-4_17,bang-4_18,bang-4_19,bang-4_20,PROLIFIC_PID,Create New Field or Choose From Dropdown...
1/31/23 17:34,1/31/23 17:46,0,100,716,1,1/31/23 17:46,R_WwEkI09JwWmAHCx,anonymous,EN,"1,2,3,4,5,6,7",19,Man,,Poland,The last game i have played was God of War. I've started the game from the beggening and played for like 2 hours. What happened was the wife of the main character(Kratos) died and i was supposed to get to the top of some mountain to scatter her ashes. I felt very into it and the experience was pretty unique to me.,5,2,3,6,1,2,5,5,3,2,3,5,6,5,3,5,1,5,3,2,3,1,2,3,2,1,6,6,6,6,2,6,1,4,2,4,5,2,3,2,2,2,2,2,5,3,1,5,2,1,5,6,6,5,2,5,1,2,6,6,2,2,3,5,6,3,2,3,1,4,5,3,1,5,5,2,3,1,5f973544373a810cfca320f7,
1/31/23 17:40,1/31/23 17:46,0,100,375,1,1/31/23 17:46,R_eQxGA5hJ6232j5v,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Portugal,The last game I played for more than 20 minutes was Inside on PS5. It is a puzzle game in which you traverss a 2D world and have to solve problems to progress. It felt nice playing because it made me think but it is also not too difficult. ,1,2,2,2,1,1,6,4,2,1,3,5,4,5,5,2,5,5,6,3,1,1,1,2,2,3,6,6,4,7,3,6,3,2,5,2,4,5,6,1,5,2,1,2,3,4,1,3,1,5,5,5,5,5,1,6,2,3,5,3,2,2,1,2,2,5,6,5,5,5,5,5,4,5,6,2,5,2,5d5575339025920017fd271f,
1/31/23 17:34,1/31/23 17:46,0,100,721,1,1/31/23 17:46,R_3NwvzYXqcDXdBwJ,anonymous,EN,"1,2,3,4,5,6,7",19,Non-binary,,Czech Republic,"Kena the Bridge of Spirits. Im freeing the spirits of the town by fighting the corruption. I feel really good playing the game, its a really good game.",1,1,3,1,1,1,7,1,1,1,1,1,3,7,2,1,1,5,6,1,6,1,5,1,2,1,7,7,5,7,1,7,3,1,1,1,2,2,1,1,6,1,1,1,3,3,1,6,2,1,7,7,7,5,4,7,1,4,7,5,2,2,6,5,3,6,2,6,3,3,7,5,4,5,5,1,5,1,61065060bc55a8b70bc64d05,
1/31/23 17:27,1/31/23 17:46,0,100,1140,1,1/31/23 17:46,R_2fm5FtICpv9RLjG,anonymous,EN,"1,2,3,4,5,6,7",44,Woman,,Hungary,"Baldur's Gate (EE). I had some frustrations because my chars are low level, don't have many magic weapons, and in a quest they should grab some treasure in a cave with several flesh golems. Flesh golems are immune to non-magical weapons and resist spells, so if we want to fight, we're screwed. The cave also has a few traps and my thief is bad at hiding in shadows. But I got a pair of boots of stealth and with some luck succeeded. Love this game.",1,1,1,1,1,1,4,1,3,1,1,1,6,6,1,1,1,5,3,4,5,3,2,1,2,2,4,4,4,3,3,6,5,5,3,4,4,2,3,1,5,1,1,2,6,5,2,3,1,2,4,4,4,4,2,6,2,1,5,5,2,2,1,6,5,2,1,3,2,1,5,2,1,4,4,2,2,1,5c406b1c0084410001d1b485,
1/31/23 17:33,1/31/23 17:46,0,100,762,1,1/31/23 17:46,R_2rkJTZgoCpkz7oG,anonymous,EN,"1,2,3,4,5,6,7",21,Woman,,Latvia,"I played Chivalry 2 for about an hour. In the game I was a medieval soldier participating in a massive 32 vs 32 player battle, fighting off enemies and moving forward in the battle. I felt very engaged in the battles and like I was a part of something bigger, and a little angry at the enemy players who killed me but the anger only lasted a few seconds.",1,2,1,1,6,1,4,3,3,1,2,5,7,5,7,1,1,5,1,2,6,7,6,1,1,5,5,5,4,4,4,5,1,6,1,6,5,3,6,1,6,1,4,5,5,6,7,5,1,6,4,3,5,5,1,4,5,1,7,5,4,5,5,7,7,6,7,6,3,2,6,7,2,3,7,3,4,2,5f44a14dc9c379248aa705a9,
1/31/23 17:33,1/31/23 17:46,0,100,794,1,1/31/23 17:46,R_28XQJdUdlbcLlmc,anonymous,EN,"1,2,3,4,5,6,7",33,Man,,South Africa,"I played a first person shooter called Valorant, I played for about 2 hours. My emotions varied during the games. Since its an online team game you have other people to deal with, you might be in a good state of mind but some others might be toxic, eventually you start a new game and you have adopted the toxic tendencies of the former game. Sometimes I felt really good, top of the world doing well and being a team leader, sometimes I felt helpless and frustrated, my great mood before switching on the game had vanished and even after I switched it off I still had bitterness in my heart. We essentially lost most games",3,6,5,3,6,5,7,3,4,2,5,2,7,7,1,6,2,5,2,7,3,5,6,7,6,6,6,5,4,6,7,5,4,5,2,7,4,3,5,3,5,7,7,5,7,7,5,7,5,7,7,7,7,4,6,5,3,3,7,7,7,3,3,7,3,5,6,6,5,2,5,3,4,5,7,7,3,6,613473015fb01b6f155fee05,
1/31/23 17:35,1/31/23 17:46,0,100,691,1,1/31/23 17:46,R_3CIWTJQmU1nzDh7,anonymous,EN,"1,2,3,4,5,6,7",28,Woman,,Germany,"Genshin Impact. I made some daily quests, and continued with the world quest. I like playing this game, because it has interesting story, I like the graphics and music. I can kind of relax playing this game. Simultaneously, on some days it could be difficult to play, because I'm so tired from work, so have no power to do anything else... But playing this game is pleasure for me, and I don't want to make it my unfavorite game by playing it, when I have no will and no power. I want to enjoy the story, the picture, the sound.",4,5,5,2,6,6,4,2,4,3,5,5,5,6,5,5,3,4,4,5,3,1,5,5,5,5,5,5,4,3,3,5,4,1,3,6,5,2,6,2,5,6,3,4,5,5,3,4,2,5,4,4,4,4,5,5,5,4,6,7,4,6,5,7,6,6,3,6,7,5,4,4,4,5,4,4,4,7,629628571ae772e49127cd69,
1/31/23 17:29,1/31/23 17:46,0,100,1041,1,1/31/23 17:46,R_3lVK2s4uAiItC97,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Mexico,"I was playing Halo Infinite multiplayer, usually i was investing my time in solo story games but i decided to try the infinite multiplayer since it was free to play. i got totally demolished, pretty frustrating btw but at the same time i guess now days there's a lot of competition since almost every games that comes out is a live service",3,6,2,1,7,3,4,3,3,4,2,5,7,3,2,3,3,4,4,6,4,4,2,2,2,5,1,2,2,4,4,4,6,2,2,1,1,3,2,1,3,2,2,4,4,3,2,2,3,3,4,4,2,3,2,4,3,4,4,3,3,4,4,3,2,2,2,2,4,2,4,4,2,2,2,3,3,6,61622f58f16ad6d00e51683b,
1/31/23 17:32,1/31/23 17:47,0,100,869,1,1/31/23 17:47,R_uqMTOJf6MkPPjJT,anonymous,EN,"1,2,3,4,5,6,7",32,Woman,,Czech Republic,"I play MMORPG several hours a week, it is a slow progress game that requires a lot of time investment and planning in advance. In the most recent time I was exploring islands at vast ocean map and gathering knowledge about locations and NPCs there. It was a relaxing time and I learned some new information about the game.",3,3,5,3,2,3,6,2,1,3,5,5,5,7,5,3,5,6,3,5,4,3,5,3,5,5,5,6,5,6,3,7,3,6,3,5,2,4,5,3,5,2,5,6,5,5,5,6,2,3,6,7,6,5,2,5,2,3,6,6,2,5,3,6,6,5,3,3,7,4,5,3,3,6,6,1,2,3,5c85883136f2450001c86ba9,
1/31/23 17:27,1/31/23 17:47,0,100,1178,1,1/31/23 17:47,R_1g7qK2FKinloaCH,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Mexico,"Currently I am playing Valheim and even thought i am used to adventure and sandbox games, it was quite difficult, i do not know if is beacuse i am getting older and having a part time job gets on the way or it is just me how don´t like game anymore. Just as the case of Valheim i have had several experiences like that one. ",4,2,1,1,1,4,6,3,1,2,5,4,6,5,3,5,3,6,2,5,4,2,3,5,2,2,4,5,4,5,6,4,5,5,2,4,6,4,2,4,3,2,1,2,4,3,2,3,2,4,6,4,4,6,3,4,2,2,3,7,5,3,2,5,6,2,2,2,5,4,5,5,3,6,3,2,5,2,613fe2a5006f279c2ebd780d,
1/31/23 17:33,1/31/23 17:47,0,100,799,1,1/31/23 17:47,R_2B5M9pk4uw9JoCo,anonymous,EN,"1,2,3,4,5,6,7",35,Man,,Portugal,"The most recent game I've played for at least 20 minutes is Fallout 4. I was literally playing it when I received the notification for this study. I was currently at the top of a tower, scouting a place I need to go through, killing raiders from a distance so that I would have an easier time when going through the place. I was feeling tense but enjoying the gameplay and the fact that I had to be stealthy and smart about it so that I wouldn't be overwhelmed by enemies. The game was providing a good escape from my daily responsibilities.",1,3,3,3,4,5,5,1,3,1,5,7,5,5,4,7,5,4,4,5,5,6,4,1,5,5,5,5,2,5,4,5,5,5,3,5,7,3,1,5,3,1,1,3,5,4,5,5,1,6,4,5,3,4,5,4,3,1,6,6,3,5,1,5,5,5,2,3,5,1,3,1,2,4,5,3,1,3,6148bfc30aaff83ef4e878b1,
1/31/23 17:34,1/31/23 17:47,0,100,764,1,1/31/23 17:47,R_3y0PQ5lFha4XA4h,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Poland,"I was playing Rainbow Six Siege with my friend. We're pretty new to the game, so it's a lot of fun to play and do things so stupid that more experienced enemies wouldn't expect it. In this way, we were able to kill them in an unusual way. It was very fun and I can't wait to play again in a few days.",3,3,5,2,2,1,6,5,3,2,1,2,7,5,2,3,2,5,1,2,6,2,2,1,1,3,3,4,2,5,2,6,3,5,3,5,5,3,2,1,2,1,5,5,7,7,5,5,4,3,6,6,6,6,3,6,3,2,5,7,2,2,3,7,7,2,1,3,4,2,5,4,4,6,6,1,3,3,5f52709068e37c52492decd4,
1/31/23 17:33,1/31/23 17:47,0,100,816,1,1/31/23 17:47,R_1CjDbV47NNOSi9o,anonymous,EN,"1,2,3,4,5,6,7",18,Man,,Mexico,"The game was Don't Starve Together, your only objective is to survive, it is incredibly hard and it made me feel frustrated at times",5,4,4,2,4,2,5,5,3,3,4,4,5,5,4,2,5,5,3,6,6,2,4,2,3,4,4,5,6,5,5,5,4,5,5,2,6,2,7,2,4,3,2,4,5,5,5,4,1,5,4,5,4,4,2,4,5,5,6,6,5,6,4,6,5,3,2,5,6,5,4,4,2,4,5,3,5,4,5f2ccbf8afada41f01235425,
1/31/23 17:30,1/31/23 17:47,0,100,1022,1,1/31/23 17:47,R_3Q0o34YcrVXcbAt,anonymous,EN,"1,2,3,4,5,6,7",26,Man,,South Africa,The most recent game I have played is PUBG Mobile. I played in the team death match mode. Me and my teammates won that round so I felt good. I was getting shot at quite a bit so that was not that great but overall I enjoyed myself.,6,5,1,1,4,1,7,6,4,1,1,1,7,6,1,2,1,4,1,1,5,1,6,1,1,1,6,6,4,6,1,6,1,4,5,1,4,2,1,1,4,1,1,1,6,7,6,5,1,1,7,6,6,6,1,3,1,5,7,7,1,2,4,7,7,1,1,5,1,6,7,7,1,5,6,1,7,1,60b240b5ea9091ab2f12568b,
1/31/23 17:33,1/31/23 17:47,0,100,839,1,1/31/23 17:47,R_1CxBtGXryhmKzps,anonymous,EN,"1,2,3,4,5,6,7",23,Woman,,Italy,It was the Lord of the rings for playstation 2. In this videogame I controlled frodo and I needed to fight monsters in order to take the ring to monte fato,1,3,7,1,3,2,6,2,3,2,5,5,4,6,6,2,6,4,5,5,3,3,2,2,2,5,7,6,4,6,4,6,2,6,2,2,5,4,6,1,5,2,1,7,4,5,3,6,3,4,6,7,7,7,1,6,2,4,7,3,5,5,2,4,4,6,3,4,5,3,4,3,3,2,5,1,1,3,5cac8aad785bb400156d3431,
1/31/23 17:33,1/31/23 17:47,0,100,852,1,1/31/23 17:47,R_1cSMsyKlgLGithz,anonymous,EN,"1,2,3,4,5,6,7",20,Woman,,Poland,"Phasmophobia, a little scary, but when you play few games you get used to it and it does'nt scare you anymore (or just a bit). Ghosts hunting and trying to kill you, you have to collect evidence about which ghost it is. It's fun when you play with friends like i do, but scary when you play alone, so i don't do that.",2,7,3,1,7,2,2,2,2,3,4,6,7,5,2,1,3,2,6,3,6,1,5,1,2,5,2,4,3,7,5,7,5,2,5,1,1,2,2,1,1,1,1,3,4,2,5,4,2,7,6,7,5,2,1,3,5,1,3,6,7,7,4,7,7,3,2,5,7,1,1,5,4,2,2,7,2,7,601ddab3d1b8f21ea2f22865,
1/31/23 17:38,1/31/23 17:47,0,100,544,1,1/31/23 17:47,R_1hxVxkJn1tkEjRq,anonymous,EN,"1,2,3,4,5,6,7",26,Man,,Mexico,"The most recent game I played is Need for Speed, it's a very entertaining and fun racing game. I bought it a few weeks ago and I've enjoyed it a lot.",5,2,4,1,1,5,7,7,1,1,2,1,7,7,1,5,1,6,6,2,3,1,7,1,1,3,7,7,6,7,5,7,2,7,4,1,3,2,5,2,7,1,3,1,7,6,6,7,1,1,6,7,7,7,1,7,1,5,7,7,1,5,3,7,7,6,1,5,6,6,7,6,5,5,5,1,6,1,5f320f52f0468e14718b7f7a,
1/31/23 17:33,1/31/23 17:47,0,100,824,1,1/31/23 17:47,R_AGTxAqbhjdINlCx,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Poland,Minecraft. I was mining in a cave. I found a lot of resources. I felt immersed in the game.,4,3,6,2,2,2,7,4,3,2,3,3,6,6,5,5,2,6,2,2,2,2,3,1,2,2,5,6,6,6,2,6,2,7,2,4,3,6,2,3,2,2,2,2,6,6,5,6,2,2,5,6,5,5,6,6,2,2,6,6,2,5,3,6,6,3,2,2,2,2,5,2,2,5,6,2,4,2,5e984c6428d7fb04c21a3bf5,
1/31/23 17:35,1/31/23 17:47,0,100,712,1,1/31/23 17:47,R_24O6SAFDVBpKKkO,anonymous,EN,"1,2,3,4,5,6,7",38,Woman,,Germany,"Cuphead. That is challenging, beautiful and very entertaining! game It's a quite hard game, but the atmosphere (music, artwork, story, characters) lowers the frustration factor.",7,3,7,4,2,1,7,7,3,1,1,5,5,7,4,2,3,7,3,5,4,3,7,3,3,3,5,5,4,7,4,6,3,5,7,1,3,4,3,1,5,2,1,3,6,7,4,7,2,5,5,7,7,5,2,5,4,7,6,4,2,4,3,6,4,4,2,6,5,7,7,7,4,5,7,2,5,2,60db48099908c7d72bf04ee0,
1/31/23 17:33,1/31/23 17:47,0,100,855,1,1/31/23 17:47,R_2WGR7M08oTKsjww,anonymous,EN,"1,2,3,4,5,6,7",42,Man,,Spain,"It was Eurotruck Simulator and, in the game, you are a truck driver who has to move different things from one place to another. In this case I don't remember wich was my destination.",5,1,4,1,1,1,7,5,1,1,3,5,5,6,3,3,1,6,2,1,6,1,4,2,1,1,6,7,4,6,2,7,2,5,5,1,6,1,1,1,2,1,1,2,6,6,3,5,2,1,6,7,7,6,3,7,1,5,6,4,1,1,6,4,6,5,1,5,1,6,5,5,4,5,7,1,5,1,60703c1f8af049d40a5df5f3,
1/31/23 17:34,1/31/23 17:48,0,100,841,1,1/31/23 17:48,R_1i9khJil0zVqpTW,anonymous,EN,"1,2,3,4,5,6,7",32,Man,,Italy,"I played a game called Bloodstained, a homage to past titles in the Castlevania series. I had already beaten the game last week but I wanted to go back in to obtain a few remaining achievements, so I used a guide to go back in areas that I had already explored to tackle content that I had missed.

As far as ""what happened"" goes it was mostly ""ticking off boxes"", so to speak, exploring a few areas and obtaining items that I had missed. There was very little challenge involved as my character was pretty close to being maxed out in power.

I felt pretty good while playing it as it was pretty satisfying to work my way towards fully completing the game and obtaining 100% of the game's achievements. It didn't take too much of my time and I didn't need to give the task my full attention, so I also listened to a podcast on the side.",1,1,3,1,1,1,5,1,3,1,4,2,6,6,2,1,1,5,3,2,2,1,1,1,2,1,6,6,5,5,1,5,2,5,1,1,2,4,2,1,5,1,1,2,5,4,1,6,1,2,5,5,5,6,1,5,1,1,6,6,1,2,1,6,5,3,1,1,2,1,4,1,3,1,5,1,1,1,60190c01c8f8bb0009098cda,
1/31/23 17:37,1/31/23 17:48,0,100,682,1,1/31/23 17:48,R_2YKzSQi82sfcCFB,anonymous,EN,"1,2,3,4,5,6,7",29,Man,,Hungary,"It was Medieval 2 Total War BOTET mod, I have been playing with Karaz Ankor (Dwarfs), I have finally managed to rout the Ogre Kingdoms, who have been plaguing me for quite some time. Meanwhile on a different front I have mostly destroyed the Skaven.",4,1,5,1,1,1,6,4,1,1,6,5,7,7,5,1,5,3,2,2,6,5,6,5,2,2,7,6,7,7,1,6,2,5,6,4,6,1,3,1,6,3,1,4,6,7,5,7,3,1,6,6,5,7,2,6,2,4,7,5,5,5,2,6,6,3,1,6,2,4,5,5,1,5,6,1,3,1,5a945d966475f900019fac27,
1/31/23 17:34,1/31/23 17:48,0,100,865,1,1/31/23 17:48,R_3pb7P98dupjAQdQ,anonymous,EN,"1,2,3,4,5,6,7",26,Man,,Poland,"Last time I played a ""Valheim"" with my friend, his father and his brother. We wanted defeat last boss in ""Mistlands"". We had a lot of fun when all of us had died in game and we had to fight 3 times again.",7,1,1,1,1,1,6,6,1,1,2,1,7,6,6,1,1,6,1,1,6,1,5,1,1,1,6,6,6,6,1,6,1,1,5,1,5,1,2,2,6,1,1,1,6,6,7,6,6,1,7,6,6,6,1,6,1,6,7,7,7,2,7,7,7,3,2,6,2,6,7,6,5,5,6,1,7,2,5f04832a88d913093f1b8dc1,
1/31/23 17:32,1/31/23 17:48,0,100,957,1,1/31/23 17:48,R_20SePFGChMsQerp,anonymous,EN,"1,2,3,4,5,6,7",27,Man,,Spain,"I play a mobile game called Age of Frostfall on a daily basis. In the game I develop my city and my army little by little, and I enjoy watching my city grow and become more powerful. Playing it helps me to relax and I feel very strategic.",1,1,1,4,1,1,7,1,1,1,3,1,4,7,1,4,1,7,7,7,1,1,4,1,1,1,4,4,1,7,1,7,1,7,1,7,1,7,3,1,1,5,3,4,7,1,4,4,1,7,4,7,7,7,7,7,3,1,4,7,1,7,7,7,7,1,1,4,7,1,1,1,4,1,7,1,1,1,5fae9ec53e25ee06dac48e01,
1/31/23 17:35,1/31/23 17:48,0,100,818,1,1/31/23 17:48,R_1lcSTF0M5stczk2,anonymous,EN,"1,2,3,4,5,6,7",25,Man,,Hungary,It was world of warcraft. I usually play this game for a few hours every day to relax and to talk with my friends. We usually have 2-3 night a week when we gather as 25 people to clear raids.,6,1,2,2,3,2,5,5,2,2,2,2,6,7,2,2,2,6,1,3,5,2,5,6,4,2,6,6,5,6,2,7,2,5,6,6,5,3,5,2,4,2,5,4,6,5,6,5,3,3,6,6,5,5,3,5,2,6,7,7,2,3,4,5,6,6,4,5,2,6,5,5,2,5,6,2,6,1,5c88d569d47e6a0001a6192a,
1/31/23 17:30,1/31/23 17:48,0,100,1128,1,1/31/23 17:49,R_1MVPJRjqD38zPo1,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Portugal,"The game I have been playing in the last couple weeks is The witcher: enhanced edition (the first game of the series). Even though many people in the community say the game fell off with time, I think that the action-adventure style and the open world are very well built, it has a deep and interesting lore, and the combat mechanics, although clunky and not intuitive at times, are very different from any other game I have played similar to this one. The time based attacks to form combos depending on the main character's abilities is very interesting, and I really like the sign and potion gimmicks. Overall, I have been really enjoying the game.",5,2,2,5,1,5,6,6,2,2,2,2,6,6,2,1,1,5,1,2,6,2,6,3,3,2,6,6,6,6,4,6,2,7,5,1,5,1,1,2,3,2,1,1,7,7,6,6,3,2,6,6,5,6,6,5,2,6,5,6,4,5,6,5,5,3,2,5,6,4,7,5,1,7,5,2,5,2,5f2c8d4334a79d06cb136702,
1/31/23 17:32,1/31/23 17:49,0,100,967,1,1/31/23 17:49,R_2WAJzKxnmBdezgw,anonymous,EN,"1,2,3,4,5,6,7",40,Man,,Portugal,"I played Dungeon of the Endless less than a week ago. Each game is procedurally generated and there is ""permadeath"". This was a particularly good run (actually my best so far). I almost got to the highest floor on the dungeon. I liked my team of four characters, and although I even ""empathized"" with them (read their game biographies and everything), whenever there was a chance to replace one of them for strategic reasons, I did. After all I had a goal. Curiously, I died in a floor where I had been particularly lucky with the loot I found.",4,2,2,1,2,1,5,4,3,2,2,2,6,6,2,4,4,5,2,4,6,5,5,2,2,2,5,5,6,6,2,6,2,4,5,4,4,4,1,1,5,2,1,1,6,6,4,5,1,2,5,5,6,6,2,5,2,4,4,6,5,5,4,6,6,2,2,5,4,4,5,4,1,5,5,2,4,2,5ec3a1a6e0ceef2078de1799,
1/31/23 17:31,1/31/23 17:49,0,100,1073,1,1/31/23 17:49,R_2dmUfvHtD5WNVbe,anonymous,EN,"1,2,3,4,5,6,7",27,Man,,South Africa,"Just a few hours ago I played Fifa 22 on my Playstation 4, I was playing career mode where I controlled a team in a League season and look to get promotion to the top division. I played about 15 matches today which is more than 20 minutes. I felt like I was a real manager when playing it, I felt like I was in the game itself which brought a good mood for me. ",7,1,5,1,1,1,7,7,1,1,1,1,7,6,2,2,3,7,2,5,5,5,7,2,2,3,6,6,5,6,4,7,3,6,6,2,5,3,2,2,7,2,1,2,6,7,6,6,3,2,6,7,6,6,2,6,2,6,6,6,2,2,4,6,6,2,1,6,2,7,6,5,3,6,6,1,5,1,60ebf5b2734c2708321b94c5,
1/31/23 17:35,1/31/23 17:49,0,100,870,1,1/31/23 17:49,R_1OJsb9FIOAltjar,anonymous,EN,"1,2,3,4,5,6,7",23,Woman,,Mexico,"I played Mario Kart, on the nintendo Switch, with my brother. We were playing the grand prix, and fighting to get first place. Sometimes I would win, and sometimes not, overall it was very fun and an enjoyable experience, the rivalry was kind of motivating to keep playing",4,2,1,1,2,2,5,4,2,2,1,1,4,6,4,3,4,5,4,2,5,1,5,1,2,2,6,6,6,6,2,6,1,4,4,4,1,4,3,4,4,2,2,4,5,3,4,5,2,4,5,6,6,5,4,6,1,4,5,1,2,2,2,4,5,4,2,2,2,2,2,5,4,4,6,2,4,2,60fed3d892fa85f71f759543,
1/31/23 17:33,1/31/23 17:49,0,100,974,1,1/31/23 17:49,R_2DYnElADgwYEIgn,anonymous,EN,"1,2,3,4,5,6,7",35,Man,,Poland,"God of War - ys adventure/action rpg. You play as God-Kratos, who after death of his wife. Take her ashes and together with his son go to journey to split her ashes from the top of mountain. Its long road full of danger and adventures. ",6,4,2,1,2,1,6,4,2,1,2,2,2,6,2,3,2,5,3,2,5,2,4,2,2,2,6,5,5,5,2,5,3,3,4,2,5,1,5,2,4,2,1,3,6,5,4,5,3,2,6,6,5,5,1,5,2,5,6,5,2,2,4,5,5,2,2,5,2,4,5,4,4,5,6,2,5,2,5f3006e1a760660769bd6930,
1/31/23 17:35,1/31/23 17:49,0,100,853,1,1/31/23 17:49,R_tKx2tvM4cenztip,anonymous,EN,"1,2,3,4,5,6,7",39,Man,,Greece,"The last video game I played was a stealth game, called Dishonored. It played during the weekend and I usually do so in order to relax. I felt calm and able to unwind. In the video game I stay mostly hidden and I try to not be spotted by enemies.",2,2,5,4,1,2,6,3,3,1,3,5,6,6,5,5,6,5,1,3,6,6,3,1,2,2,6,6,4,7,2,6,3,6,5,6,5,2,1,3,3,1,1,5,6,6,1,7,2,5,6,7,6,6,7,6,1,3,5,7,5,2,4,5,6,5,5,3,5,2,4,1,1,5,5,1,2,1,5d8c9182bc22d700191aef2b,
1/31/23 17:33,1/31/23 17:50,0,100,1015,1,1/31/23 17:50,R_2pXk6Hg8Qd1fACs,anonymous,EN,"1,2,3,4,5,6,7",28,Man,,Poland,I was really pulled in the main storyline in the Red Dead Redemption 2. Artur's death totally destroyed me... I couldn't pull away from this game untill I finished the main storyline. I think about this game a lot,6,3,5,4,2,4,5,6,1,1,3,4,7,7,3,4,3,5,3,2,7,6,7,1,2,1,6,6,6,6,3,6,1,6,7,4,7,1,5,1,2,2,1,2,7,6,7,5,6,4,6,6,7,7,3,6,2,6,2,7,4,4,6,7,7,3,7,7,3,7,7,6,2,3,4,2,6,3,60ec1eca30581c200a01370c,
1/31/23 17:31,1/31/23 17:50,0,100,1166,1,1/31/23 17:50,R_2S0lDztYeDBSbIn,anonymous,EN,"1,2,3,4,5,6,7",24,Man,,South Africa,"The most recent time I played a video game was last weekend , the console was an xbox and the game was Fifa 2023 , I felt very happy but most importantly I felt very relaxed and calm while playing it was as if the game was drawing out all my concern's and stress.",4,3,2,4,3,2,6,3,5,2,5,4,7,5,3,2,2,2,2,2,2,2,5,2,2,1,6,6,6,7,2,5,1,4,4,2,2,5,4,1,6,1,5,3,7,7,5,6,4,4,6,7,6,6,7,6,2,4,6,7,2,3,4,6,7,1,2,4,4,4,4,4,2,3,5,2,4,3,61347b1fcf74ba622922fb48,
1/31/23 17:42,1/31/23 17:51,0,100,523,1,1/31/23 17:51,R_3nUkOrYH2PjCF3B,anonymous,EN,"1,2,3,4,5,6,7",27,Man,,Portugal,"The last game i played was The Binding of Isaac. The goal was to have fun and distract a bit. I had fun, altough the game is a bit stressful.",2,2,5,1,6,1,6,1,6,5,2,7,6,6,4,5,7,6,2,6,2,1,1,1,2,5,5,5,4,6,1,5,6,5,1,4,1,7,6,1,4,5,1,4,7,6,3,6,7,7,6,7,6,6,1,4,6,1,5,7,7,7,2,6,6,4,1,1,5,2,6,1,4,5,2,3,2,6,61379ceb225d6a082491434a,
1/31/23 17:43,1/31/23 17:51,0,100,479,1,1/31/23 17:51,R_1M3Uk9O2xVf0P6J,anonymous,EN,"1,2,3,4,5,6,7",30,Man,,Greece,The last game I played was Abzu. It's a game about the environment where you swim unter the sea with sea creatures. I felt very relaxed and my mind was in peace. I didn't have any other thoughts I was focused only to the game and I was feeling good.  ,1,1,1,1,1,1,5,1,2,1,1,1,4,4,1,1,1,4,1,1,4,1,4,1,1,1,6,6,5,6,1,6,1,1,1,1,3,1,1,1,3,1,1,1,4,5,2,4,1,1,4,5,6,6,1,6,1,1,6,6,1,1,1,5,5,1,1,4,1,2,4,2,1,1,2,1,1,1,5fd8e74e10a1dd0008704932,
1/31/23 17:34,1/31/23 17:51,0,100,997,1,1/31/23 17:51,R_qDUpvGmwZenEPRL,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,South Africa,"The video game is called Grand Theft Auto where I play as a gangster who goes around in a rampage like mission to collect money, hijack cars etc. The game is really fun and gets me to relax after a long day at work since I am part-timing at the moment. The game had me relax and just spend some time alone.",3,1,5,3,1,4,7,2,1,1,2,4,6,5,5,6,3,4,1,1,2,2,2,1,1,1,7,7,4,6,3,5,3,5,4,5,3,5,5,1,3,1,5,3,7,6,5,6,3,1,6,7,6,5,5,6,1,2,4,7,2,3,3,6,7,4,1,1,2,2,4,2,4,3,4,1,3,1,60da7f38979f2185dcceb258,
1/31/23 17:34,1/31/23 17:51,0,100,1006,1,1/31/23 17:51,R_1rkpwWGNxThwhSc,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Poland,"Recently I played Company of Heroes 2. It is a real-time strategy in the realities of World War II created by relic. When I play this game, I can forget my problems because this game requires a lot of attention.",1,5,4,4,4,2,5,1,3,3,2,3,7,4,6,2,4,6,2,4,6,5,6,5,4,5,5,4,3,3,1,5,3,5,5,5,6,2,4,3,4,3,5,3,6,4,5,4,2,4,6,5,6,6,3,5,4,1,6,5,4,3,6,7,7,2,4,3,5,1,5,4,2,4,5,3,1,5,5fa5475db7f92d232bd5a47e,
